Activity_type,Material_type,completion_node,Student id,local_date,Lesson title,Attempt,Score,Lesson_category,Lesson_type,Lesson_type_name,Total time (sec),Grade Gap,ADT Score,Proficiency Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,23/09/2025,Solve Rate Problems - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,7,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392453,23/09/2025,Solve Ratio Problems - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,900,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392147,24/09/2025,Understand Percents - Learn,1,75,INSTRUCTIONAL_LESSON,SA,Assessment,745,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,24/09/2025,Convert Customary Measurement Units - Learn,3,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,706,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3331014,24/09/2025,Understand Percents - Explore,1,50,INSTRUCTIONAL_LESSON,ET,Exit Ticket,144,-5,256,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392147,25/09/2025,Understanding Tables of Equivalent Ratios-Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,56,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392303,25/09/2025,Understand Percents - Learn,1,50,INSTRUCTIONAL_LESSON,SA,Assessment,116,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,25/09/2025,Percents Greater Than 100% and Less Than 1% - Learn,2,25,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,426,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,26/09/2025,Solve Rate Problems - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,900,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3398871,26/09/2025,Graphs of Equivalent Ratios - Explore,1,25,INSTRUCTIONAL_LESSON,ET,Exit Ticket,86,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,27/09/2025,Percents Greater Than 100% and Less Than 1% - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,900,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3331014,29/09/2025,Understand Percents - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,168,-5,256,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392339,06/01/2026,Represent Integers  - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Unlock,Unlock,28,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3331014,06/01/2026,Represent Integers  - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,87,-5,256,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392453,06/01/2026,Represent Integers  - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,93,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402201,07/01/2026,Opposites and Absolute Value - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,35,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,07/01/2026,Opposites and Absolute Value - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,64,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330594,07/01/2026,Opposites and Absolute Value - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,140,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3402255,07/01/2026,Opposites and Absolute Value - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,900,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,07/01/2026,Opposites and Absolute Value - Explore and Learn,2,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,12/01/2026,Compare and Order Integers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,68,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,12/01/2026,Compare and Order Integers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,38,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,12/01/2026,Compare and Order Integers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,68,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,12/01/2026,Compare and Order Integers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,16,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392339,12/01/2026,Compare and Order Integers - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,98,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,12/01/2026,Compare and Order Integers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,900,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392453,15/01/2026,Rational Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,8,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,19/01/2026,Rational Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,63,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392327,21/01/2026,The Coordinate Plane - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,77,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,22/01/2026,Rational Numbers - Explore and Learn,3,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,366,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,22/01/2026,Graph Reflections of Points - Explore and Learn,2,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,241,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,26/01/2026,Absolute Value and Distance - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,26,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,26/01/2026,Absolute Value and Distance - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,58,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,26/01/2026,Absolute Value and Distance - Explore and Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,144,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,26/01/2026,Graph Reflections of Points - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,35,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392303,26/01/2026,Rational Numbers - Explore and Learn,1,33,INSTRUCTIONAL_LESSON,SA,Assessment,900,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,26/01/2026,Graph Reflections of Points - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,3,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330594,27/01/2026,Powers and Exponents - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,14,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,27/01/2026,Powers and Exponents - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,54,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,27/01/2026,Powers and Exponents - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,26,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392075,27/01/2026,Powers and Exponents - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,56,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402147,27/01/2026,Powers and Exponents - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,59,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392261,27/01/2026,Powers and Exponents - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,370,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402225,27/01/2026,Powers and Exponents - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,366,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3425793,01/02/2026,Graph Reflections of Points - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,4,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392075,02/02/2026,Numerical Expressions - Explore,1,75,INSTRUCTIONAL_LESSON,ET,Exit Ticket,261,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,03/02/2026,Numerical Expressions - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,56,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,03/02/2026,Numerical Expressions - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,176,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,04/02/2026,Writing Algebraic Expressions - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,37,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,04/02/2026,Writing Algebraic Expressions - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,52,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,04/02/2026,Powers and Exponents - Learn,2,50,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,409,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,06/02/2026,Powers and Exponents - Learn,2,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,526,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,06/04/2026,Area of Parallelograms,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,91,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402225,06/04/2026,Area of Parallelograms,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,32,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,TRUE,3425793,06/04/2026,Area of Parallelograms - Resources,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,33,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392453,06/04/2026,Area of Parallelograms,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,387,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392339,06/04/2026,Area of Parallelograms - Exit Ticket,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,99,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402405,08/04/2026,Area of Triangles,1,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330726,08/04/2026,Area of Triangles - Exit Ticket ,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,320,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,09/04/2026,Decompose or Compose Area of Trapezoids,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,47,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402147,09/04/2026,Decompose or Compose Area of Trapezoids,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,47,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3401127,10/04/2026,Area of Trapezoids: Formula,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,52,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3401127,10/04/2026,Area of Triangles,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,900,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392303,11/04/2026,Area of Parallelograms,1,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,13/04/2026,Two-Step Equations,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,51,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3402147,15/04/2026,Polygons on a Coordinate Plane,1,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,01/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,88,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,188,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,02/10/2025,Percents Greater Than 100% and Less Than 1% - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,37,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,02/10/2025,Find the Percent of a Number - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,53,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,02/10/2025,Find the Percent of a Number - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,41,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392375,05/10/2025,Percents Greater Than 100% and Less Than 1% - Explore,1,50,INSTRUCTIONAL_LESSON,ET,Exit Ticket,67,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,07/10/2025,Estimate the Percent of a Number - Explore and Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,204,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,08/10/2025,Find the Whole - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,35,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402147,08/10/2025,Convert Customary Measurement Units - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,08/10/2025,Find the Whole - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,174,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392303,09/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,88,INSTRUCTIONAL_LESSON,SA,Assessment,900,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402147,09/10/2025,Solve Rate Problems - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,61,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392327,11/10/2025,Estimate the Percent of a Number - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,87,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,21/10/2025,Divide Multi-Digit Whole Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,43,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Unlock,Unlock,8,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Unlock,Unlock,6,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,44,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392261,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,60,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402147,21/10/2025,Divide Multi-Digit Whole Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,65,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,125,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,71,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,21/10/2025,Find the Percent of a Number - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,39,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392261,23/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,139,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,23/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,54,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,23/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,31,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,28/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,900,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,28/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,45,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,06/01/2026,Represent Integers  - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Unlock,Unlock,21,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,06/01/2026,Represent Integers  - Explore and Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,66,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3331014,07/01/2026,Opposites and Absolute Value - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,81,-5,256,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3330726,07/01/2026,Opposites and Absolute Value - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,50,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,13/01/2026,Rational Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,55,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,15/01/2026,Rational Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,63,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,16/01/2026,Rational Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,106,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,19/01/2026,Rational Numbers - Explore and Learn,2,0,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3402201,20/01/2026,Graph Reflections of Points - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,106,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,20/01/2026,Rational Numbers - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,165,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,22/01/2026,The Coordinate Plane - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,505,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,22/01/2026,Graph Reflections of Points - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,97,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3401127,23/01/2026,Compare and Order Integers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,900,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3402201,26/01/2026,Absolute Value and Distance - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,187,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,26/01/2026,Represent Integers  - Explore and Learn,2,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,34,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,26/01/2026,Represent Integers  - Explore and Learn,3,33,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,67,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,26/01/2026,Absolute Value and Distance - Explore and Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,674,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,26/01/2026,The Coordinate Plane - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,26/01/2026,Graph Reflections of Points - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,35,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3330726,27/01/2026,Powers and Exponents - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,38,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,27/01/2026,Powers and Exponents - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,108,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392147,27/01/2026,Powers and Exponents - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,65,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,27/01/2026,Powers and Exponents - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,63,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,27/01/2026,Powers and Exponents - Learn,3,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,236,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,02/02/2026,Numerical Expressions - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,67,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,02/02/2026,Absolute Value and Distance - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,900,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,02/02/2026,Numerical Expressions - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,35,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3401127,02/02/2026,Numerical Expressions - Explore,1,0,INSTRUCTIONAL_LESSON,ET,Exit Ticket,140,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,02/02/2026,Numerical Expressions - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,187,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,02/02/2026,Numerical Expressions - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,25,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330594,04/02/2026,Writing Algebraic Expressions - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,37,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3402201,04/02/2026,Writing Algebraic Expressions - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,64,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,05/02/2026,Writing Algebraic Expressions - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,45,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,05/02/2026,Powers and Exponents - Learn,3,50,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,08/02/2026,Writing Algebraic Expressions - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,900,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,08/04/2026,Finding Missing Dimensions,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,15,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402201,08/04/2026,Finding Missing Dimensions,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,24,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402351,08/04/2026,Finding Missing Dimensions,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,149,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,09/04/2026,Decompose or Compose Area of Trapezoids,1,50,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,141,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3398871,09/04/2026,Area of Triangles,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,458,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,09/04/2026,Decompose or Compose Area of Trapezoids,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,40,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392327,10/04/2026,Area of Trapezoids: Formula,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,60,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,11/04/2026,Area of Trapezoids: Formula,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,900,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330594,12/04/2026,Relationships Between Two Variables - Exit Ticket,1,80,INSTRUCTIONAL_LESSON,ET,Exit Ticket,203,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392075,12/04/2026,Area of Trapezoids - Exit Ticket,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,29/08/2025,Understanding Ratios -Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,16,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3329946,29/08/2025,Understanding Ratios -Explore,1,,INSTRUCTIONAL_LESSON,Unlock,Unlock,786,6,805,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3402351,02/09/2025,Understanding Tables of Equivalent Ratios-Explore,1,75,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,03/09/2025,Understanding Tables of Equivalent Ratios-Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,278,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,06/09/2025,Graphs of Equivalent Ratios - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,374,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,06/09/2025,Graphs of Equivalent Ratios - Learn,2,88,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,104,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3402351,06/09/2025,Graphs of Equivalent Ratios - Explore,1,75,INSTRUCTIONAL_LESSON,ET,Exit Ticket,97,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,09/09/2025,Compare Ratio Relationships - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,14,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3401127,09/09/2025,Understanding Ratios-Learn,1,25,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,51,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,09/09/2025,Graphs of Equivalent Ratios - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,30,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3401127,09/09/2025,Compare Ratio Relationships - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,13,,,
